fullpath,exe,length,crc,load_address,magicexe,magicload,magictext
bbcmicro.co.uk ($.cbm.csv)\Disc072b\$.FOOTER,32803,6585,4652,6400,32803,0,Basic #1
bbcmicro.co.uk ($.cbm.csv)\Disc072b\$.CHASE,32803,6827,15063,6400,32803,0,Basic #1
bbcmicro.co.uk ($.cbm.csv)\Disc072b\$.PLUM,32803,5381,5473,6400,32803,3584,Basic page=&E00 #1
bbcmicro.co.uk ($.cbm.csv)\Disc072b\$.KLECT2,32803,4030,52217,4352,32803,0,Basic #1
bbcmicro.co.uk ($.cbm.csv)\Disc072b\$.KLECT1,32803,675,56037,4352,32803,0,Basic #1
bbcmicro.co.uk ($.cbm.csv)\Disc072b\$.33ikons,18944,3168,61379,18944,0,0,no match #1
bbcmicro.co.uk ($.cbm.csv)\Disc072b\$.KLECT-L,32803,976,11518,6400,32803,0,Basic #1
bbcmicro.co.uk ($.cbm.csv)\Disc072b\$.ACode4,15872,256,12359,15872,32761,4352,TYB music samples #1
bbcmicro.co.uk ($.cbm.csv)\Disc072b\$.Blue,32803,2460,33276,6400,32803,0,Basic #1
bbcmicro.co.uk ($.cbm.csv)\Disc072b\$.Blue-L,32803,3712,11666,6400,32803,0,Basic #1
bbcmicro.co.uk ($.cbm.csv)\Disc072b\$.Busines,32803,22848,48951,6400,32803,3584,Basic page=&E00 #1
bbcmicro.co.uk ($.cbm.csv)\Disc072b\$.OIC,32803,526,47681,6400,32803,0,Basic #1
bbcmicro.co.uk ($.cbm.csv)\Disc072b\$.Inst,32803,3934,19527,6400,32803,0,Basic #1
bbcmicro.co.uk ($.cbm.csv)\Disc073a\$.!BOOT,9549,3191,38427,6400,32803,0,Basic #1
bbcmicro.co.uk ($.cbm.csv)\Disc073a\$.SHAPEC,14848,3200,5376,11776,0,0,no match #1
bbcmicro.co.uk ($.cbm.csv)\Disc073a\$.DATA1,18176,768,4553,18176,0,0,no match #1
bbcmicro.co.uk ($.cbm.csv)\Disc073a\$.CODE3,4352,3584,39943,4352,0,0,no match #1
bbcmicro.co.uk ($.cbm.csv)\Disc073a\$.GRAF4,12288,9728,18513,12288,0,0,no match #1
bbcmicro.co.uk ($.cbm.csv)\Disc073a\$.SCREEN6,24908,7860,9158,24908,0,0,no match #1
bbcmicro.co.uk ($.cbm.csv)\Disc073a\$.DATA,3072,256,41030,3072,0,0,no match #1
bbcmicro.co.uk ($.cbm.csv)\Disc073a\$.CODE6,4352,3349,8754,4352,0,0,no match #1
bbcmicro.co.uk ($.cbm.csv)\Disc073a\$.GRAF2,12288,2753,21985,12288,0,0,no match #1
bbcmicro.co.uk ($.cbm.csv)\Disc073a\$.CODE2,4352,7145,39858,4352,0,0,no match #1
bbcmicro.co.uk ($.cbm.csv)\Disc073a\$.SC2,29383,3386,37561,29383,0,0,no match #1
bbcmicro.co.uk ($.cbm.csv)\Disc073a\$.GRAF1,12480,5696,37008,12480,0,0,no match #1
bbcmicro.co.uk ($.cbm.csv)\Disc073a\$.SHAPE,32803,2238,55576,6400,32803,0,Basic #1
bbcmicro.co.uk ($.cbm.csv)\Disc073a\$.DATA3,3185,125,11809,3185,0,0,no match #1
bbcmicro.co.uk ($.cbm.csv)\Disc073a\$.DATA2,18176,768,46915,18176,0,0,no match #1
bbcmicro.co.uk ($.cbm.csv)\Disc073a\$.CODE1,4352,6978,6909,4352,0,0,no match #1
bbcmicro.co.uk ($.cbm.csv)\Disc073a\$.MOBJ0,12288,3826,15777,12288,0,0,no match #1
bbcmicro.co.uk ($.cbm.csv)\Disc073a\$.ABC,16384,227,26288,16384,0,0,no match #1
bbcmicro.co.uk ($.cbm.csv)\Disc073a\$.SPORTS,1068,511,13230,1024,0,0,no match #1
bbcmicro.co.uk ($.cbm.csv)\Disc073a\$.HYPER,32803,4032,1290,6400,32803,0,Basic #1
bbcmicro.co.uk ($.cbm.csv)\Disc073a\$.BlkBust,32803,12719,60153,6400,32803,0,Basic #1
bbcmicro.co.uk ($.cbm.csv)\Disc073a\$.PEG????,16384,10176,62774,6400,0,0,no match #1
bbcmicro.co.uk ($.cbm.csv)\Disc073a\$.PEG2,7680,32,20584,7680,0,0,no match #1
bbcmicro.co.uk ($.cbm.csv)\Disc073a\$.DAT,8464,1776,60922,8464,0,0,no match #1
bbcmicro.co.uk ($.cbm.csv)\Disc073a\$.PEGLEG,32803,2508,25560,6400,32803,0,Basic #1
bbcmicro.co.uk ($.cbm.csv)\Disc073a\$.GRAF6,12288,5888,14735,12288,0,0,no match #1
bbcmicro.co.uk ($.cbm.csv)\Disc073a\$.CODE5,4352,3583,55753,4352,0,0,no match #1
bbcmicro.co.uk ($.cbm.csv)\Disc073a\$.GRAF5,12096,5472,6674,12096,0,0,no match #1
bbcmicro.co.uk ($.cbm.csv)\Disc073a\$.SCREEN5,27386,5382,47618,27386,0,0,no match #1
bbcmicro.co.uk ($.cbm.csv)\Disc073a\$.CODE4,4352,6912,888,4352,0,0,no match #1
bbcmicro.co.uk ($.cbm.csv)\Disc073a\$.SC4,29955,2813,44666,29955,0,0,no match #1
bbcmicro.co.uk ($.cbm.csv)\Disc073b\$.STUKA,32803,5529,33276,6400,32803,3584,Basic page=&E00 #1
bbcmicro.co.uk ($.cbm.csv)\Disc073b\$.EggHead,32803,7787,40508,6400,32803,3584,Basic page=&E00 #1
bbcmicro.co.uk ($.cbm.csv)\Disc073b\$.MONEY,32803,2020,40397,4352,32803,0,Basic #1
bbcmicro.co.uk ($.cbm.csv)\Disc073b\$.CARD2,32803,2391,63807,4352,32803,0,Basic #1
bbcmicro.co.uk ($.cbm.csv)\Disc073b\$.CARD1,32803,2245,2318,4352,32803,0,Basic #1
bbcmicro.co.uk ($.cbm.csv)\Disc073b\$.BOOK,32803,3966,18173,4352,32803,0,Basic #1
bbcmicro.co.uk ($.cbm.csv)\Disc073b\$.BIRTH,32803,2886,678,4352,32803,0,Basic #1
bbcmicro.co.uk ($.cbm.csv)\Disc073b\$.MAGIC,32803,1161,34896,6400,32803,0,Basic #1
bbcmicro.co.uk ($.cbm.csv)\Disc073b\$.RESCUE,32803,6063,598,6400,32803,0,Basic #1
bbcmicro.co.uk ($.cbm.csv)\Disc073b\$.ATTACK,32803,6431,30553,6400,32803,0,Basic #1
bbcmicro.co.uk ($.cbm.csv)\Disc073b\$.STOPTH2,32803,5298,27227,6400,32803,3584,Basic page=&E00 #1
bbcmicro.co.uk ($.cbm.csv)\Disc073b\$.STOPTH1,32803,1358,39812,6400,32803,0,Basic #1
bbcmicro.co.uk ($.cbm.csv)\Disc073b\$.ROLLER,32803,6781,33978,6400,32803,3584,Basic page=&E00 #1
bbcmicro.co.uk ($.cbm.csv)\Disc073b\$.DISPUT2,32803,5536,35940,6400,32803,3584,Basic page=&E00 #1
bbcmicro.co.uk ($.cbm.csv)\Disc073b\$.DISPUT,32803,1256,21246,6400,32803,0,Basic #1
bbcmicro.co.uk ($.cbm.csv)\Disc073b\$.3+5-2,32803,6883,5576,6400,32803,3584,Basic page=&E00 #1
bbcmicro.co.uk ($.cbm.csv)\Disc073b\$.3+5,32803,713,20414,6400,32803,0,Basic #1
bbcmicro.co.uk ($.cbm.csv)\Disc073b\$.DOM2,32803,6570,49175,6400,32803,3584,Basic page=&E00 #1
bbcmicro.co.uk ($.cbm.csv)\Disc073b\$.DOM,32803,938,48992,6400,32803,0,Basic #1
bbcmicro.co.uk ($.cbm.csv)\Disc073b\$.INTRO,32803,956,18085,6400,32803,0,Basic #1
bbcmicro.co.uk ($.cbm.csv)\Disc073b\$.ROBOT,32803,7341,46949,6400,32803,0,Basic #1
bbcmicro.co.uk ($.cbm.csv)\Disc073b\$.TRON2,32803,4773,31216,6400,32803,0,Basic #1
bbcmicro.co.uk ($.cbm.csv)\Disc073b\$.MINEFIE,32803,3807,24148,6400,32803,0,Basic #1
bbcmicro.co.uk ($.cbm.csv)\Disc073b\$.GALACTI,32803,7804,44176,6400,32803,3584,Basic page=&E00 #1
bbcmicro.co.uk ($.cbm.csv)\Disc073b\$.RALLY,32803,10204,16461,6400,32803,0,Basic #1
bbcmicro.co.uk ($.cbm.csv)\Disc073b\$.RACES,32803,7041,12059,6400,32803,0,Basic #1
bbcmicro.co.uk ($.cbm.csv)\Disc073b\$.WORD,4352,9553,21887,4352,32803,0,Basic #1
bbcmicro.co.uk ($.cbm.csv)\Disc073b\$.LETTER,32803,1769,46314,4352,32803,0,Basic #1
bbcmicro.co.uk ($.cbm.csv)\Disc073b\$.LIAR,32803,5390,38326,4352,32803,0,Basic #1
bbcmicro.co.uk ($.cbm.csv)\Disc073b\$.CLUE,32803,6645,43272,4352,32803,0,Basic #1
bbcmicro.co.uk ($.cbm.csv)\Disc073b\$.NAME,32799,3321,49774,4352,32803,0,Basic #1
bbcmicro.co.uk ($.cbm.csv)\Disc074a\$.!BOOT,9549,3191,22524,6400,32803,0,Basic #1
bbcmicro.co.uk ($.cbm.csv)\Disc074a\$.TOMMY,32803,7986,7364,6400,32803,0,Basic #1
bbcmicro.co.uk ($.cbm.csv)\Disc074a\$.SNAKES1,32803,166,20363,6400,32803,32803,Basic #2
bbcmicro.co.uk ($.cbm.csv)\Disc074a\$.MORRIS,32803,10410,50114,6400,32803,0,Basic #1
bbcmicro.co.uk ($.cbm.csv)\Disc074a\$.FILE2,16777215,299,2047,16777215,32761,4352,TYB music samples #4
bbcmicro.co.uk ($.cbm.csv)\Disc074a\$.FILE1,16777215,250,10115,16777215,0,0,no match #1
bbcmicro.co.uk ($.cbm.csv)\Disc074a\$.CHICK.3,31744,1024,48823,31744,32519,31744,Mode 7 screen #2
bbcmicro.co.uk ($.cbm.csv)\Disc074a\$.CHICK.2,32803,5887,41493,4864,32803,0,Basic #1
bbcmicro.co.uk ($.cbm.csv)\Disc074a\$.Chickro,32803,717,11425,6400,32803,0,Basic #1
bbcmicro.co.uk ($.cbm.csv)\Disc074a\$.CHICKAR,32803,1353,24640,6400,32803,0,Basic #1
bbcmicro.co.uk ($.cbm.csv)\Disc074a\$.FLOWERS,0,10282,52716,0,0,0,no match #1
bbcmicro.co.uk ($.cbm.csv)\Disc074a\$.RACING,12288,11153,33929,0,0,0,no match #1
bbcmicro.co.uk ($.cbm.csv)\Disc074a\$.HELICOP,32803,6374,27194,6400,32803,0,Basic #1
bbcmicro.co.uk ($.cbm.csv)\Disc074a\$.JUNGLE,0,11435,7121,0,0,0,no match #1
bbcmicro.co.uk ($.cbm.csv)\Disc074a\$.DESERT,0,11082,18821,0,0,0,no match #1
bbcmicro.co.uk ($.cbm.csv)\Disc074a\$.CAVEMAN,0,10733,55202,0,0,0,no match #1
bbcmicro.co.uk ($.cbm.csv)\Disc074a\$.SURFER,12288,11316,58159,0,0,0,no match #1
bbcmicro.co.uk ($.cbm.csv)\Disc074a\$.POOL,12288,10256,56444,0,0,0,no match #1
bbcmicro.co.uk ($.cbm.csv)\Disc074a\$.XMAS,12288,11207,45670,0,0,0,no match #1
bbcmicro.co.uk ($.cbm.csv)\Disc074a\$.JIGSAW,6400,4864,27233,6400,0,0,no match #1
bbcmicro.co.uk ($.cbm.csv)\Disc074a\$.JIG-PUZ,32803,5120,17683,6400,32803,0,Basic #1
bbcmicro.co.uk ($.cbm.csv)\Disc074a\$.Default,16777215,2460,42395,16777215,0,0,no match #1
bbcmicro.co.uk ($.cbm.csv)\Disc074a\$.ZEUS2,32811,8651,2666,4864,32803,0,Basic #1
